고객ID,고객등급,성별,연령대,지역,가입일,최근문의일,누적문의수,마케팅수신동의,이탈위험도
CUST-11688,일반,남,30대,부산,2023-06-11,2024-05-21,1,N,낮음
CUST-11689,SILVER,남,30대,경기,2020-09-27,2020-10-02,7,N,보통
CUST-11690,GOLD,남,20대,전북,2021-06-04,2021-11-24,11,N,보통
CUST-11691,일반,여,30대,경남,2020-04-04,2020-05-16,3,Y,낮음
CUST-11692,일반,여,60대 이상,경기,2021-01-07,2021-08-05,1,Y,보통
CUST-11693,일반,남,50대,경기,2023-08-30,2024-08-26,2,Y,낮음
CUST-11694,일반,남,30대,부산,2021-05-01,2021-06-20,1,Y,보통
CUST-11695,SILVER,남,50대,충북,2021-12-14,2022-09-23,2,N,보통
CUST-11696,SILVER,남,50대,경기,2023-01-20,2023-08-03,6,Y,보통
CUST-11697,GOLD,여,30대,경기,2023-08-02,2023-10-12,4,Y,낮음
CUST-11698,일반,남,30대,서울,2023-08-02,2024-03-07,1,Y,보통
CUST-11699,GOLD,남,60대 이상,서울,2022-12-05,2023-08-22,19,N,낮음
CUST-11700,SILVER,남,50대,인천,2023-12-22,2024-04-30,6,Y,낮음
CUST-11701,SILVER,여,40대,경기,2023-01-04,2023-10-27,4,Y,낮음
CUST-11702,SILVER,남,30대,경기,2023-07-01,2024-02-29,13,N,낮음
CUST-11703,SILVER,여,60대 이상,대전,2023-05-27,2023-06-08,6,Y,보통
CUST-11704,VIP,남,60대 이상,부산,2021-11-21,2022-02-21,10,Y,낮음
CUST-11705,일반,남,50대,서울,2022-03-07,2022-10-26,2,Y,보통
CUST-11706,SILVER,여,50대,경기,2020-05-14,2021-04-14,7,Y,보통
CUST-11707,일반,남,40대,전북,2021-12-22,2022-08-02,2,Y,보통
CUST-11708,일반,남,30대,경기,2021-01-18,2021-01-24,3,Y,낮음
CUST-11709,GOLD,남,40대,서울,2021-11-05,2022-06-14,7,Y,보통
CUST-11710,일반,여,40대,경기,2020-03-09,2020-08-14,4,N,낮음
CUST-11711,SILVER,여,40대,서울,2023-08-24,2024-05-02,1,Y,낮음
CUST-11712,GOLD,여,10대,경남,2023-02-20,2023-05-05,8,Y,높음
CUST-11713,VIP,남,40대,인천,2020-12-24,2021-01-30,11,N,낮음
CUST-11714,SILVER,여,40대,경기,2020-08-16,2021-01-15,8,N,보통
CUST-11715,일반,남,40대,충남,2022-07-10,2023-03-13,5,N,높음
CUST-11716,SILVER,남,30대,경기,2021-08-04,2021-09-11,10,N,보통
CUST-11717,SILVER,여,30대,부산,2022-01-13,2022-12-20,5,Y,낮음
CUST-11718,일반,남,40대,인천,2020-09-03,2020-09-23,6,Y,낮음
CUST-11719,GOLD,여,50대,서울,2021-09-05,2022-05-04,11,N,보통
CUST-11720,GOLD,여,20대,부산,2022-04-23,2023-02-25,10,Y,높음
CUST-11721,일반,남,60대 이상,경북,2023-05-02,2023-12-19,3,N,높음
CUST-11722,일반,여,60대 이상,경기,2021-12-19,2022-05-29,4,N,보통
CUST-11723,GOLD,남,30대,광주,2021-07-25,2021-11-03,7,N,높음
CUST-11724,SILVER,남,60대 이상,경기,2020-11-07,2021-01-01,8,Y,낮음
CUST-11725,일반,남,40대,경기,2020-08-16,2021-04-08,1,Y,높음
CUST-11726,SILVER,남,20대,경남,2020-10-07,2020-12-19,3,Y,보통
CUST-11727,GOLD,남,30대,경기,2022-08-23,2022-09-30,12,N,보통
CUST-11728,일반,여,40대,충남,2021-01-26,2021-06-12,1,N,보통
CUST-11729,일반,여,40대,경기,2023-08-23,2024-05-20,1,N,낮음
CUST-11730,GOLD,남,20대,경기,2020-10-18,2021-07-05,2,Y,보통
CUST-11731,일반,여,30대,부산,2021-12-25,2022-08-14,1,N,낮음
CUST-11732,일반,남,50대,광주,2023-04-08,2023-12-31,5,N,낮음
CUST-11733,SILVER,남,20대,대전,2023-07-01,2023-11-29,9,N,보통
CUST-11734,일반,남,40대,서울,2022-11-14,2023-05-24,4,Y,낮음
CUST-11735,GOLD,남,30대,부산,2020-08-13,2021-02-08,11,N,보통
CUST-11736,일반,남,20대,경북,2023-05-24,2023-09-24,3,N,보통
CUST-11737,일반,여,60대 이상,인천,2021-03-14,2022-01-31,4,N,낮음
CUST-11738,GOLD,남,40대,충남,2023-10-05,2024-02-19,7,N,보통
CUST-11739,SILVER,여,30대,경기,2021-06-13,2022-03-13,6,Y,낮음
CUST-11740,일반,여,10대,대구,2023-03-28,2023-12-02,1,Y,보통
CUST-11741,VIP,여,60대 이상,부산,2023-01-19,2023-09-04,32,Y,높음
CUST-11742,SILVER,여,40대,인천,2020-01-11,2020-03-26,6,N,높음
CUST-11743,일반,여,30대,경기,2021-10-03,2022-09-22,2,N,보통
CUST-11744,GOLD,남,20대,대구,2020-09-18,2020-12-11,7,N,낮음
CUST-11745,일반,남,30대,경기,2023-04-09,2023-06-11,1,Y,높음
CUST-11746,SILVER,남,40대,부산,2021-06-02,2022-05-22,3,N,낮음
CUST-11747,SILVER,남,40대,충남,2023-11-06,2024-07-28,8,N,낮음
CUST-11748,일반,남,40대,서울,2023-07-16,2024-01-25,3,N,보통
CUST-11749,일반,여,20대,경기,2022-12-07,2023-02-25,1,Y,낮음
CUST-11750,GOLD,여,30대,경기,2020-10-05,2021-06-05,14,N,낮음
CUST-11751,일반,남,40대,인천,2022-09-12,2022-10-27,5,N,낮음
CUST-11752,VIP,남,60대 이상,광주,2020-10-04,2021-04-25,28,N,낮음
CUST-11753,VIP,여,30대,전북,2023-01-16,2023-04-15,33,N,낮음
CUST-11754,GOLD,남,40대,대구,2020-02-18,2020-08-29,16,N,낮음
CUST-11755,일반,여,30대,서울,2020-08-11,2020-11-03,4,Y,높음
CUST-11756,일반,여,60대 이상,부산,2021-10-05,2022-09-27,1,Y,보통
CUST-11757,SILVER,여,50대,충북,2020-03-22,2020-11-16,3,Y,낮음
CUST-11758,VIP,여,50대,서울,2021-08-22,2022-05-22,1,Y,낮음
CUST-11759,SILVER,여,20대,경남,2022-01-06,2022-06-02,9,N,낮음
CUST-11760,일반,여,50대,인천,2022-12-11,2023-02-10,3,N,보통
CUST-11761,일반,여,30대,서울,2020-05-16,2020-09-05,3,Y,높음
CUST-11762,일반,남,40대,대전,2023-12-09,2024-07-09,1,Y,높음
CUST-11763,일반,여,30대,전북,2022-05-15,2023-01-08,3,N,보통
CUST-11764,일반,여,30대,경기,2023-08-12,2024-07-08,1,Y,낮음
CUST-11765,일반,여,40대,대전,2020-11-16,2021-06-13,2,N,보통
CUST-11766,일반,남,30대,전남,2021-08-23,2022-06-14,1,Y,낮음
CUST-11767,일반,여,30대,충북,2021-11-09,2022-05-17,2,N,보통
CUST-11768,일반,여,30대,대전,2020-07-11,2021-06-23,1,N,높음
CUST-11769,SILVER,남,20대,충남,2023-02-14,2023-08-01,7,N,보통
CUST-11770,GOLD,남,30대,경북,2020-02-07,2020-07-29,19,Y,낮음
CUST-11771,일반,남,30대,서울,2022-08-08,2023-07-26,1,N,낮음
CUST-11772,일반,남,30대,경기,2023-10-11,2024-07-09,1,Y,보통
CUST-11773,SILVER,여,60대 이상,경기,2020-08-11,2021-01-15,6,N,낮음
CUST-11774,일반,남,30대,전북,2023-03-16,2023-08-02,1,Y,높음
CUST-11775,SILVER,여,40대,대전,2023-01-10,2023-02-20,7,N,보통
CUST-11776,SILVER,여,50대,경기,2020-11-19,2020-12-28,6,N,낮음
CUST-11777,일반,여,50대,경기,2020-09-23,2020-10-19,1,N,높음
CUST-11778,SILVER,여,40대,서울,2020-02-01,2020-06-02,8,Y,낮음
CUST-11779,일반,남,40대,전남,2020-08-29,2020-09-28,1,N,낮음
CUST-11780,SILVER,남,30대,경기,2023-08-11,2023-12-28,16,N,낮음
CUST-11781,GOLD,여,50대,경기,2020-08-14,2021-06-04,14,Y,낮음
CUST-11782,SILVER,여,40대,경기,2023-10-04,2024-04-09,6,N,보통
CUST-11783,일반,여,40대,경기,2020-09-12,2020-12-15,2,N,낮음
CUST-11784,일반,남,30대,서울,2022-07-22,2023-03-02,3,Y,낮음
CUST-11785,SILVER,여,40대,서울,2023-02-26,2024-01-12,8,N,낮음
CUST-11786,일반,남,40대,서울,2023-07-31,2023-09-04,3,Y,높음
CUST-11787,SILVER,여,40대,경기,2022-11-04,2023-07-23,1,Y,낮음
CUST-11788,일반,남,30대,서울,2021-09-26,2022-07-23,1,Y,보통
CUST-11789,일반,여,20대,경기,2022-11-09,2023-05-11,3,Y,낮음
CUST-11790,일반,여,10대,서울,2021-05-02,2021-10-26,2,N,보통
CUST-11791,일반,여,60대 이상,서울,2021-05-12,2022-04-23,3,Y,낮음
CUST-11792,SILVER,남,60대 이상,대구,2023-12-17,2024-02-22,1,N,보통
CUST-11793,SILVER,여,30대,부산,2020-04-27,2020-09-22,1,Y,보통
CUST-11794,GOLD,여,30대,부산,2023-11-02,2024-05-25,14,N,낮음
CUST-11795,일반,여,50대,서울,2020-05-04,2020-09-12,4,N,보통
CUST-11796,일반,남,40대,대구,2020-09-24,2021-02-04,1,N,낮음
CUST-11797,GOLD,여,30대,서울,2023-07-25,2023-08-05,17,N,낮음
CUST-11798,일반,여,50대,서울,2021-01-25,2021-05-28,4,N,낮음
CUST-11799,GOLD,남,20대,인천,2021-07-23,2022-06-11,11,N,높음
CUST-11800,일반,남,60대 이상,강원,2020-09-20,2021-08-03,3,N,낮음
CUST-11801,SILVER,여,40대,서울,2020-05-23,2020-11-30,2,N,보통
CUST-11802,VIP,남,40대,경기,2023-08-15,2024-01-28,19,N,보통
CUST-11803,SILVER,남,40대,경기,2022-11-09,2022-12-18,4,Y,보통
CUST-11804,SILVER,여,20대,서울,2021-09-22,2022-04-08,1,N,높음
CUST-11805,GOLD,여,20대,경기,2023-09-25,2024-02-06,3,Y,낮음
CUST-11806,일반,여,40대,서울,2023-08-26,2023-10-15,2,Y,낮음
CUST-11807,일반,여,40대,서울,2023-04-22,2023-05-16,3,N,낮음
CUST-11808,VIP,여,40대,서울,2023-01-11,2023-06-13,27,Y,낮음
CUST-11809,일반,여,50대,경기,2023-02-13,2024-02-03,2,Y,보통
CUST-11810,일반,남,40대,경남,2022-02-07,2022-12-19,2,Y,낮음
CUST-11811,GOLD,남,50대,경북,2023-08-17,2024-02-08,1,Y,낮음
CUST-11812,VIP,여,50대,경기,2021-08-08,2021-09-28,11,N,낮음
CUST-11813,일반,남,10대,경남,2022-10-19,2022-10-28,1,N,낮음
CUST-11814,일반,여,20대,경기,2023-03-31,2023-11-14,6,Y,낮음
CUST-11815,GOLD,여,30대,충남,2022-08-06,2023-02-16,1,Y,높음
CUST-11816,GOLD,여,20대,충남,2023-05-13,2023-08-07,9,Y,낮음
CUST-11817,일반,여,50대,강원,2023-10-04,2023-12-18,4,Y,낮음
CUST-11818,GOLD,남,50대,부산,2022-02-16,2022-06-13,19,Y,낮음
CUST-11819,일반,남,20대,광주,2021-10-09,2022-08-15,1,Y,보통
CUST-11820,일반,여,30대,서울,2021-06-13,2021-09-14,1,Y,낮음
CUST-11821,일반,여,60대 이상,서울,2023-12-03,2024-08-27,2,N,보통
CUST-11822,SILVER,여,60대 이상,서울,2022-11-05,2023-04-28,6,Y,보통
CUST-11823,GOLD,여,60대 이상,경기,2020-07-27,2021-05-13,6,N,보통
CUST-11824,일반,남,30대,경기,2022-02-26,2022-08-21,2,Y,보통
CUST-11825,GOLD,남,40대,충남,2023-09-03,2024-05-02,12,N,낮음
CUST-11826,일반,여,50대,서울,2020-10-23,2020-11-19,1,N,보통
CUST-11827,일반,여,30대,충북,2020-05-03,2020-10-02,6,Y,낮음
CUST-11828,일반,여,50대,대전,2023-10-13,2024-06-04,5,N,보통
CUST-11829,일반,남,40대,인천,2020-04-15,2020-08-15,1,Y,낮음
CUST-11830,GOLD,여,30대,부산,2022-05-23,2023-04-15,9,Y,낮음
CUST-11831,SILVER,남,40대,경기,2020-05-06,2021-01-12,3,N,보통
CUST-11832,SILVER,여,10대,충남,2020-11-05,2021-09-19,12,Y,낮음
CUST-11833,일반,남,40대,대구,2022-06-30,2022-08-22,4,Y,낮음
CUST-11834,SILVER,여,30대,부산,2023-08-18,2023-08-20,4,N,보통
CUST-11835,일반,여,40대,인천,2022-04-29,2023-02-03,3,N,낮음
CUST-11836,SILVER,남,30대,서울,2020-09-04,2021-06-12,5,N,낮음
CUST-11837,GOLD,남,60대 이상,경북,2022-10-01,2023-01-28,11,N,보통
CUST-11838,일반,남,30대,경기,2023-03-31,2024-03-06,4,Y,보통
CUST-11839,SILVER,여,20대,경남,2020-12-09,2021-01-22,9,Y,낮음
CUST-11840,SILVER,남,40대,서울,2021-02-04,2021-03-07,1,N,낮음
CUST-11841,SILVER,여,20대,강원,2023-09-08,2023-10-30,9,N,높음
CUST-11842,일반,남,10대,충북,2020-06-09,2021-04-12,1,N,낮음
CUST-11843,일반,남,20대,서울,2021-09-11,2022-05-15,3,N,보통
CUST-11844,GOLD,남,30대,경북,2023-11-25,2024-08-04,2,N,낮음
CUST-11845,SILVER,남,20대,경기,2020-01-06,2020-07-14,2,N,낮음
CUST-11846,GOLD,남,30대,광주,2020-05-14,2020-11-07,19,Y,낮음
CUST-11847,일반,남,40대,서울,2020-04-25,2020-09-17,1,N,보통
CUST-11848,SILVER,여,60대 이상,경북,2021-01-30,2021-11-27,8,Y,높음
CUST-11849,일반,남,10대,부산,2023-03-07,2024-01-28,3,Y,보통
CUST-11850,일반,여,40대,서울,2021-02-13,2021-10-27,1,N,낮음
CUST-11851,SILVER,여,40대,충북,2020-09-10,2021-03-22,1,N,보통
CUST-11852,일반,여,60대 이상,경기,2023-09-29,2024-09-12,3,Y,낮음
CUST-11853,SILVER,여,30대,서울,2020-05-09,2021-01-31,7,Y,낮음
CUST-11854,SILVER,남,40대,충북,2022-02-25,2022-09-16,5,N,낮음
CUST-11855,일반,남,40대,경기,2022-02-21,2022-11-29,3,N,보통
CUST-11856,GOLD,여,20대,인천,2021-10-28,2022-03-17,8,N,보통
CUST-11857,일반,남,50대,경기,2023-09-15,2023-10-05,3,Y,낮음
CUST-11858,VIP,여,10대,서울,2022-01-14,2022-06-10,4,N,높음
CUST-11859,일반,여,30대,경기,2022-04-25,2022-05-12,4,N,높음
CUST-11860,SILVER,여,50대,경기,2020-04-16,2020-11-13,9,Y,낮음
CUST-11861,일반,여,20대,전남,2020-12-10,2021-06-16,2,N,낮음
CUST-11862,일반,여,30대,경기,2023-11-03,2024-01-30,2,N,낮음
CUST-11863,SILVER,남,30대,경기,2023-03-10,2023-10-27,2,N,보통
CUST-11864,GOLD,남,20대,경기,2021-09-17,2021-11-04,7,Y,낮음
CUST-11865,SILVER,남,60대 이상,경남,2021-01-05,2021-01-17,3,N,낮음
CUST-11866,일반,여,40대,강원,2020-11-22,2021-08-04,3,N,보통
CUST-11867,일반,여,50대,경기,2022-09-29,2023-09-02,3,N,보통
CUST-11868,일반,남,30대,경기,2021-05-17,2022-02-26,5,N,낮음
CUST-11869,VIP,여,40대,경기,2021-02-10,2021-05-19,5,Y,낮음
CUST-11870,GOLD,남,50대,경북,2023-06-25,2024-03-30,7,N,보통
CUST-11871,SILVER,남,40대,대구,2020-10-08,2021-03-06,7,Y,낮음
CUST-11872,일반,여,50대,경북,2020-10-31,2021-04-27,1,Y,보통
CUST-11873,일반,남,40대,인천,2021-02-05,2021-12-04,4,Y,낮음
CUST-11874,SILVER,여,10대,강원,2021-01-10,2021-04-21,7,Y,보통
CUST-11875,일반,남,50대,인천,2020-01-21,2020-11-24,1,N,낮음
CUST-11876,일반,남,30대,전남,2020-08-23,2020-11-29,4,N,낮음
CUST-11877,일반,여,60대 이상,경남,2020-11-23,2021-04-01,5,N,보통
CUST-11878,일반,여,40대,경기,2023-07-25,2023-08-04,4,Y,높음
CUST-11879,GOLD,남,60대 이상,부산,2020-03-31,2020-10-10,1,N,보통
CUST-11880,SILVER,남,20대,경기,2022-04-15,2022-07-04,5,Y,낮음
CUST-11881,SILVER,여,20대,부산,2020-04-12,2020-12-14,10,Y,낮음
CUST-11882,SILVER,남,40대,서울,2023-03-17,2023-12-01,8,Y,보통
CUST-11883,일반,남,50대,경북,2020-09-05,2021-02-05,1,N,낮음
CUST-11884,VIP,여,30대,경기,2021-01-08,2021-10-11,16,Y,낮음
CUST-11885,일반,남,30대,경기,2022-02-05,2022-11-09,3,Y,낮음
CUST-11886,일반,여,20대,서울,2020-02-05,2020-03-11,8,Y,보통
CUST-11887,일반,남,40대,인천,2021-02-21,2021-04-18,3,Y,보통
CUST-11888,GOLD,여,50대,충남,2020-02-15,2020-06-01,8,N,낮음
CUST-11889,일반,여,30대,경북,2020-06-14,2020-11-03,1,Y,낮음
CUST-11890,일반,남,30대,서울,2021-04-19,2021-10-20,4,N,낮음
CUST-11891,일반,남,60대 이상,경기,2021-11-14,2022-09-27,4,N,낮음
CUST-11892,일반,남,30대,부산,2023-02-13,2023-10-28,1,Y,낮음
CUST-11893,일반,여,60대 이상,경기,2022-01-03,2022-02-09,4,Y,보통
CUST-11894,SILVER,여,40대,경기,2021-04-28,2021-07-01,7,Y,낮음
CUST-11895,일반,남,20대,서울,2022-04-01,2023-02-06,6,Y,낮음
CUST-11896,GOLD,여,40대,경기,2020-07-29,2021-06-28,13,Y,보통
CUST-11897,일반,남,20대,광주,2020-02-04,2020-05-19,4,Y,낮음
CUST-11898,일반,남,30대,인천,2020-04-12,2020-10-13,1,Y,낮음
CUST-11899,일반,여,60대 이상,서울,2023-02-21,2024-01-26,2,N,높음
CUST-11900,일반,남,20대,서울,2022-09-16,2022-12-29,1,N,보통
CUST-11901,일반,여,40대,전남,2021-10-05,2021-12-01,2,N,보통
CUST-11902,SILVER,여,40대,부산,2023-10-29,2023-12-01,7,Y,높음
CUST-11903,SILVER,여,20대,서울,2023-07-19,2024-06-12,6,N,낮음
CUST-11904,일반,여,30대,경기,2023-11-07,2024-03-09,5,Y,높음
CUST-11905,일반,남,50대,서울,2023-01-04,2023-02-20,2,Y,보통
CUST-11906,일반,여,10대,서울,2020-11-07,2021-07-24,3,N,높음
CUST-11907,일반,남,30대,울산,2022-06-25,2023-03-17,2,Y,보통
CUST-11908,SILVER,남,60대 이상,대전,2021-07-03,2022-01-02,4,N,낮음
CUST-11909,일반,여,20대,전남,2020-05-08,2020-05-13,6,Y,보통
CUST-11910,SILVER,남,20대,전남,2021-07-19,2022-04-29,3,N,낮음
CUST-11911,SILVER,남,20대,서울,2021-08-17,2021-09-06,1,N,낮음
CUST-11912,SILVER,여,30대,제주,2022-07-06,2023-01-30,1,Y,낮음
CUST-11913,SILVER,남,30대,강원,2022-08-04,2023-06-12,10,N,낮음
CUST-11914,일반,여,40대,경기,2022-04-22,2023-02-08,6,N,낮음
CUST-11915,일반,여,20대,경기,2020-04-14,2020-11-05,4,N,낮음
CUST-11916,일반,여,40대,경기,2022-08-26,2023-01-08,7,Y,보통
CUST-11917,SILVER,남,10대,서울,2023-08-16,2023-10-26,6,Y,낮음
CUST-11918,SILVER,여,50대,대구,2023-09-28,2024-06-13,3,Y,낮음
CUST-11919,일반,여,30대,충남,2021-09-17,2021-10-06,2,Y,보통
CUST-11920,일반,여,40대,서울,2020-02-06,2020-11-15,3,N,보통
CUST-11921,일반,남,60대 이상,서울,2023-08-26,2024-04-30,6,N,높음
CUST-11922,일반,여,20대,경기,2023-09-13,2023-11-30,6,N,낮음
CUST-11923,일반,여,40대,경기,2023-09-27,2024-02-05,1,Y,낮음
CUST-11924,SILVER,남,30대,부산,2020-11-29,2021-11-26,4,N,낮음
CUST-11925,일반,남,20대,서울,2021-02-13,2021-04-11,2,N,보통
CUST-11926,GOLD,여,30대,인천,2022-08-03,2022-10-23,11,Y,낮음
CUST-11927,GOLD,여,60대 이상,부산,2020-12-07,2021-07-22,12,Y,높음
CUST-11928,SILVER,여,40대,부산,2021-11-24,2022-05-08,2,Y,낮음
CUST-11929,일반,여,20대,서울,2023-08-22,2023-12-10,2,Y,낮음
CUST-11930,일반,여,30대,광주,2022-04-02,2023-02-03,4,N,낮음
CUST-11931,일반,여,20대,충남,2023-05-20,2024-03-02,1,Y,낮음
CUST-11932,SILVER,여,50대,경기,2020-06-05,2020-12-24,6,N,높음
CUST-11933,일반,여,50대,서울,2020-12-20,2021-03-24,1,Y,높음
CUST-11934,일반,남,30대,대구,2020-05-13,2020-06-22,1,Y,보통
CUST-11935,일반,여,20대,전남,2021-10-06,2021-11-08,2,Y,보통
CUST-11936,일반,여,20대,경기,2021-01-17,2021-08-25,8,N,보통
CUST-11937,일반,여,60대 이상,경기,2020-10-16,2021-03-13,2,Y,낮음
CUST-11938,일반,남,30대,서울,2023-07-15,2024-02-13,3,N,보통
CUST-11939,GOLD,여,20대,인천,2020-08-17,2021-01-24,11,N,낮음
CUST-11940,일반,여,40대,경남,2022-11-09,2023-05-05,4,Y,보통
CUST-11941,일반,남,40대,경기,2020-12-07,2021-02-17,1,N,낮음
CUST-11942,GOLD,여,20대,서울,2020-09-23,2020-12-09,16,Y,낮음
CUST-11943,SILVER,남,30대,경북,2021-12-13,2022-09-06,7,Y,보통
CUST-11944,SILVER,남,20대,부산,2020-08-02,2020-10-29,5,Y,높음
CUST-11945,일반,여,50대,경기,2023-01-01,2023-01-07,4,N,낮음
CUST-11946,SILVER,남,60대 이상,서울,2023-12-04,2024-02-21,4,Y,낮음
CUST-11947,일반,여,30대,전남,2022-05-14,2022-09-15,1,Y,보통
CUST-11948,VIP,남,60대 이상,서울,2022-03-20,2022-04-11,12,Y,보통
CUST-11949,일반,여,10대,대구,2021-11-01,2021-11-21,1,N,보통
CUST-11950,GOLD,남,60대 이상,충남,2023-08-24,2023-09-21,16,Y,낮음
CUST-11951,일반,남,10대,경기,2022-08-12,2022-08-15,5,N,낮음
CUST-11952,일반,남,40대,경기,2022-08-25,2022-09-22,1,Y,보통
CUST-11953,GOLD,여,50대,경남,2023-01-24,2023-10-15,8,N,낮음
CUST-11954,GOLD,남,40대,제주,2021-10-08,2022-05-10,9,N,낮음
CUST-11955,일반,여,40대,충북,2020-06-21,2020-09-28,8,Y,높음
CUST-11956,일반,남,30대,경기,2021-09-22,2021-11-27,4,Y,높음
CUST-11957,일반,남,50대,제주,2022-05-11,2023-02-20,4,N,낮음
CUST-11958,SILVER,남,20대,경남,2022-04-08,2023-02-28,2,Y,낮음
CUST-11959,VIP,남,20대,부산,2021-05-22,2021-06-13,28,N,낮음
CUST-11960,VIP,남,30대,경기,2022-06-16,2023-02-27,12,Y,낮음
CUST-11961,일반,남,20대,경남,2022-10-03,2022-11-04,1,N,보통
CUST-11962,GOLD,남,40대,울산,2022-08-26,2023-02-14,1,N,보통
CUST-11963,VIP,여,30대,충남,2021-03-24,2021-12-16,33,Y,낮음
CUST-11964,GOLD,여,30대,경기,2021-08-29,2022-01-07,16,Y,보통
CUST-11965,일반,남,50대,경기,2022-03-24,2022-09-21,3,N,보통
CUST-11966,VIP,여,20대,대구,2020-07-23,2021-04-29,33,Y,보통
CUST-11967,일반,여,20대,충남,2021-08-04,2022-02-20,1,Y,높음
CUST-11968,SILVER,남,40대,경기,2023-08-22,2023-10-23,9,N,높음
CUST-11969,일반,여,50대,경기,2022-06-02,2023-05-17,2,N,낮음
CUST-11970,일반,여,30대,경남,2020-10-25,2021-05-21,5,Y,보통
CUST-11971,SILVER,여,50대,대전,2021-02-09,2021-04-27,12,N,보통
CUST-11972,일반,여,50대,경기,2021-03-13,2021-07-14,2,N,낮음
CUST-11973,일반,여,20대,경기,2020-03-23,2020-07-03,2,Y,보통
CUST-11974,VIP,여,50대,서울,2023-12-23,2024-03-16,20,Y,낮음
CUST-11975,일반,남,40대,충남,2020-03-14,2020-12-11,3,Y,높음
CUST-11976,일반,남,30대,서울,2020-02-11,2020-05-05,3,Y,낮음
CUST-11977,SILVER,남,30대,서울,2021-05-27,2021-11-23,5,Y,보통
CUST-11978,SILVER,여,40대,경기,2023-08-04,2023-08-19,7,N,보통
CUST-11979,SILVER,여,40대,인천,2021-12-13,2022-08-31,16,Y,높음
CUST-11980,일반,여,60대 이상,서울,2022-06-07,2022-11-24,2,N,보통
CUST-11981,SILVER,여,40대,경기,2022-04-10,2022-08-29,4,N,낮음
CUST-11982,일반,여,50대,서울,2023-08-26,2024-03-03,3,Y,낮음
CUST-11983,일반,여,40대,경기,2023-06-24,2023-11-02,3,Y,보통
CUST-11984,일반,여,40대,경남,2021-02-12,2022-01-30,1,N,높음
CUST-11985,일반,남,60대 이상,경기,2023-07-27,2023-10-08,2,Y,낮음
CUST-11986,SILVER,여,20대,제주,2021-03-08,2021-03-17,7,N,낮음
CUST-11987,일반,남,20대,경북,2020-04-21,2020-07-30,4,Y,낮음
CUST-11988,SILVER,여,50대,대전,2020-04-29,2021-04-15,6,Y,보통
CUST-11989,일반,여,20대,울산,2022-01-10,2022-08-17,3,Y,낮음
CUST-11990,GOLD,여,30대,서울,2020-07-13,2020-08-29,11,Y,낮음
CUST-11991,일반,여,10대,경기,2020-10-01,2021-01-26,2,Y,낮음
CUST-11992,SILVER,여,30대,경기,2022-09-01,2023-02-06,6,Y,높음
CUST-11993,일반,남,20대,부산,2021-05-19,2021-06-21,1,Y,낮음
CUST-11994,GOLD,남,50대,경기,2022-01-26,2022-04-16,1,Y,보통
CUST-11995,일반,여,10대,인천,2020-01-18,2020-02-20,1,Y,낮음
CUST-11996,GOLD,여,50대,경기,2023-09-12,2024-08-18,5,Y,보통
CUST-11997,GOLD,남,30대,경기,2020-01-01,2020-05-12,20,Y,낮음
CUST-11998,SILVER,여,30대,대전,2020-01-10,2020-11-03,4,N,낮음
CUST-11999,일반,남,50대,경기,2021-09-24,2021-11-26,3,Y,낮음
CUST-12000,SILVER,남,60대 이상,광주,2021-01-01,2021-02-11,8,Y,낮음
